0.000213	8.016666
0.000319	8.016664
0.000426	8.016661
0.000532	8.016657
0.000638	8.016652
0.000745	8.016646
0.000851	8.016640
0.000958	8.016632
0.001064	8.016624
0.001171	8.016615
0.001277	8.016605
0.001383	8.016594
0.001490	8.016583
0.001596	8.016571
0.001703	8.016558
0.001809	8.016544
0.001915	8.016530
0.002022	8.016515
0.002128	8.016499
0.002235	8.016483
0.002341	8.016466
0.002448	8.016448
0.002554	8.016430
0.002660	8.016411
0.002767	8.016391
0.002873	8.016371
0.002980	8.016351
0.003086	8.016329
0.003192	8.016307
0.003299	8.016285
0.003405	8.016261
0.003512	8.016238
0.003618	8.016213
0.003725	8.016189
0.003831	8.016163
0.003937	8.016137
0.004044	8.016111
0.004150	8.016084
0.004257	8.016056
0.004363	8.016028
0.004469	8.016000
0.004576	8.015971
0.004682	8.015941
0.004789	8.015911
0.004895	8.015881
0.005002	8.015850
0.005108	8.015818
0.005214	8.015786
0.005321	8.015753
0.005427	8.015720
0.005534	8.015687
0.005640	8.015653
0.005746	8.015618
0.005853	8.015584
0.005959	8.015548
0.006066	8.015512
0.006172	8.015476
0.006279	8.015439
0.006385	8.015402
0.006491	8.015364
0.006598	8.015326
0.006704	8.015288
0.006811	8.015248
0.006917	8.015209
0.007023	8.015169
0.007130	8.015129
0.007236	8.015088
0.007343	8.015047
0.007449	8.015005
0.007556	8.014963
0.007662	8.014920
0.007768	8.014877
0.007875	8.014833
0.007981	8.014790
0.008088	8.014745
0.008194	8.014700
0.008300	8.014655
0.008407	8.014610
0.008513	8.014563
0.008620	8.014517
0.008726	8.014470
0.008832	8.014423
0.008939	8.014375
0.009045	8.014327
0.009152	8.014278
0.009258	8.014229
0.009365	8.014179
0.009471	8.014129
0.009577	8.014079
0.009684	8.014028
0.009790	8.013977
0.009897	8.013925
0.010003	8.013873
0.010109	8.013821
0.010216	8.013768
0.010322	8.013714
0.010429	8.013661
0.010535	8.013606
0.010642	8.013552
0.010748	8.013497
0.010854	8.013441
0.010961	8.013386
0.011067	8.013329
0.011174	8.013273
0.011280	8.013215
0.011386	8.013158
0.011493	8.013100
0.011599	8.013042
0.011706	8.012983
0.011812	8.012924
0.011919	8.012864
0.012025	8.012804
0.012131	8.012743
0.012238	8.012682
0.012344	8.012621
0.012451	8.012559
0.012557	8.012497
0.012663	8.012435
0.012770	8.012372
0.012876	8.012308
0.012983	8.012245
0.013089	8.012180
0.013196	8.012116
0.013302	8.012051
0.013408	8.011985
0.013515	8.011920
0.013621	8.011853
0.013728	8.011787
0.013834	8.011720
0.013940	8.011652
0.014047	8.011584
0.014153	8.011516
0.014260	8.011447
0.014366	8.011378
0.014473	8.011308
0.014579	8.011238
0.014685	8.011168
0.014792	8.011097
0.014898	8.011026
0.015005	8.010954
0.015111	8.010882
0.015217	8.010810
0.015324	8.010737
0.015430	8.010664
0.015537	8.010590
0.015643	8.010516
0.015749	8.010442
0.015856	8.010367
0.015962	8.010292
0.016069	8.010216
0.016175	8.010140
0.016282	8.010064
0.016388	8.009987
0.016494	8.009910
0.016601	8.009832
0.016707	8.009754
0.016814	8.009676
0.016920	8.009597
0.017026	8.009517
0.017133	8.009438
0.017239	8.009358
0.017346	8.009277
0.017452	8.009196
0.017559	8.009115
0.017665	8.009034
0.017771	8.008952
0.017878	8.008869
0.017984	8.008786
0.018091	8.008703
0.018197	8.008619
0.018303	8.008535
0.018410	8.008451
0.018516	8.008366
0.018623	8.008281
0.018729	8.008196
0.018836	8.008110
0.018942	8.008023
0.019048	8.007936
0.019155	8.007849
0.019261	8.007762
0.019368	8.007674
0.019474	8.007586
0.019580	8.007497
0.019687	8.007408
0.019793	8.007318
0.019900	8.007228
0.020006	8.007138
0.020113	8.007048
0.020219	8.006957
0.020325	8.006865
0.020432	8.006773
0.020538	8.006681
0.020645	8.006589
0.020751	8.006496
0.020857	8.006403
0.020964	8.006309
0.021070	8.006215
0.021177	8.006120
0.021283	8.006026
0.021390	8.005930
0.021496	8.005835
0.021602	8.005739
0.021709	8.005643
0.021815	8.005546
0.021922	8.005449
0.022028	8.005351
0.022134	8.005254
0.022241	8.005155
0.022347	8.005057
0.022454	8.004958
0.022560	8.004859
0.022667	8.004759
0.022773	8.004659
0.022879	8.004559
0.022986	8.004458
0.023092	8.004357
0.023199	8.004255
0.023305	8.004153
0.023411	8.004051
0.023518	8.003948
0.023624	8.003845
0.023731	8.003742
0.023837	8.003638
0.023943	8.003534
0.024050	8.003430
0.024156	8.003325
0.024263	8.003220
0.024369	8.003114
