0.000213	-0.000147
0.000319	-0.000287
0.000426	-0.000422
0.000532	-0.000553
0.000638	-0.000680
0.000745	-0.000805
0.000851	-0.000927
0.000958	-0.001046
0.001064	-0.001163
0.001171	-0.001277
0.001277	-0.001389
0.001383	-0.001498
0.001490	-0.001606
0.001596	-0.001711
0.001703	-0.001815
0.001809	-0.001916
0.001915	-0.002016
0.002022	-0.002114
0.002128	-0.002211
0.002235	-0.002306
0.002341	-0.002399
0.002448	-0.002491
0.002554	-0.002581
0.002660	-0.002671
0.002767	-0.002758
0.002873	-0.002845
0.002980	-0.002930
0.003086	-0.003015
0.003192	-0.003098
0.003299	-0.003180
0.003405	-0.003261
0.003512	-0.003341
0.003618	-0.003420
0.003725	-0.003498
0.003831	-0.003576
0.003937	-0.003652
0.004044	-0.003728
0.004150	-0.003803
0.004257	-0.003877
0.004363	-0.003951
0.004469	-0.004024
0.004576	-0.004096
0.004682	-0.004168
0.004789	-0.004239
0.004895	-0.004309
0.005002	-0.004379
0.005108	-0.004449
0.005214	-0.004518
0.005321	-0.004586
0.005427	-0.004654
0.005534	-0.004721
0.005640	-0.004789
0.005746	-0.004855
0.005853	-0.004922
0.005959	-0.004988
0.006066	-0.005053
0.006172	-0.005119
0.006279	-0.005184
0.006385	-0.005248
0.006491	-0.005313
0.006598	-0.005377
0.006704	-0.005441
0.006811	-0.005505
0.006917	-0.005568
0.007023	-0.005631
0.007130	-0.005694
0.007236	-0.005757
0.007343	-0.005820
0.007449	-0.005882
0.007556	-0.005944
0.007662	-0.006006
0.007768	-0.006068
0.007875	-0.006130
0.007981	-0.006191
0.008088	-0.006253
0.008194	-0.006314
0.008300	-0.006375
0.008407	-0.006436
0.008513	-0.006497
0.008620	-0.006558
0.008726	-0.006618
0.008832	-0.006679
0.008939	-0.006739
0.009045	-0.006800
0.009152	-0.006860
0.009258	-0.006920
0.009365	-0.006981
0.009471	-0.007041
0.009577	-0.007101
0.009684	-0.007161
0.009790	-0.007221
0.009897	-0.007280
0.010003	-0.007340
0.010109	-0.007400
0.010216	-0.007459
0.010322	-0.007519
0.010429	-0.007578
0.010535	-0.007638
0.010642	-0.007697
0.010748	-0.007756
0.010854	-0.007815
0.010961	-0.007875
0.011067	-0.007934
0.011174	-0.007993
0.011280	-0.008052
0.011386	-0.008111
0.011493	-0.008170
0.011599	-0.008229
0.011706	-0.008288
0.011812	-0.008346
0.011919	-0.008405
0.012025	-0.008464
0.012131	-0.008523
0.012238	-0.008581
0.012344	-0.008640
0.012451	-0.008699
0.012557	-0.008758
0.012663	-0.008816
0.012770	-0.008875
0.012876	-0.008933
0.012983	-0.008992
0.013089	-0.009050
0.013196	-0.009108
0.013302	-0.009166
0.013408	-0.009225
0.013515	-0.009283
0.013621	-0.009341
0.013728	-0.009399
0.013834	-0.009456
0.013940	-0.009514
0.014047	-0.009572
0.014153	-0.009630
0.014260	-0.009688
0.014366	-0.009746
0.014473	-0.009804
0.014579	-0.009861
0.014685	-0.009919
0.014792	-0.009976
0.014898	-0.010034
0.015005	-0.010091
0.015111	-0.010149
0.015217	-0.010206
0.015324	-0.010263
0.015430	-0.010320
0.015537	-0.010377
0.015643	-0.010435
0.015749	-0.010492
0.015856	-0.010549
0.015962	-0.010606
0.016069	-0.010662
0.016175	-0.010719
0.016282	-0.010775
0.016388	-0.010832
0.016494	-0.010889
0.016601	-0.010945
0.016707	-0.011001
0.016814	-0.011058
0.016920	-0.011114
0.017026	-0.011170
0.017133	-0.011227
0.017239	-0.011283
0.017346	-0.011339
0.017452	-0.011395
0.017559	-0.011451
0.017665	-0.011507
0.017771	-0.011563
0.017878	-0.011619
0.017984	-0.011674
0.018091	-0.011730
0.018197	-0.011786
0.018303	-0.011841
0.018410	-0.011897
0.018516	-0.011952
0.018623	-0.012007
0.018729	-0.012063
0.018836	-0.012118
0.018942	-0.012173
0.019048	-0.012228
0.019155	-0.012283
0.019261	-0.012338
0.019368	-0.012392
0.019474	-0.012447
0.019580	-0.012501
0.019687	-0.012556
0.019793	-0.012610
0.019900	-0.012664
0.020006	-0.012719
0.020113	-0.012773
0.020219	-0.012827
0.020325	-0.012881
0.020432	-0.012935
0.020538	-0.012988
0.020645	-0.013042
0.020751	-0.013096
0.020857	-0.013149
0.020964	-0.013203
0.021070	-0.013256
0.021177	-0.013310
0.021283	-0.013363
0.021390	-0.013417
0.021496	-0.013470
0.021602	-0.013523
0.021709	-0.013576
0.021815	-0.013629
0.021922	-0.013682
0.022028	-0.013735
0.022134	-0.013787
0.022241	-0.013840
0.022347	-0.013893
0.022454	-0.013945
0.022560	-0.013998
0.022667	-0.014050
0.022773	-0.014102
0.022879	-0.014154
0.022986	-0.014206
0.023092	-0.014258
0.023199	-0.014311
0.023305	-0.014363
0.023411	-0.014415
0.023518	-0.014466
0.023624	-0.014518
0.023731	-0.014569
0.023837	-0.014620
0.023943	-0.014672
0.024050	-0.014723
0.024156	-0.014774
0.024263	-0.014825
0.024369	-0.014876
0.024476	-0.014927
0.024582	-0.014978
0.024688	-0.015029
0.024795	-0.015080
0.024901	-0.015131
0.025008	-0.015181
0.025114	-0.015232
0.025220	-0.015283
0.025327	-0.015333
0.025433	-0.015383
0.025540	-0.015434
0.025646	-0.015484
0.025753	-0.015535
0.025859	-0.015585
0.025965	-0.015635
0.026072	-0.015685
0.026178	-0.015735
0.026285	-0.015785
0.026391	-0.015835
0.026497	-0.015885
0.026604	-0.015934
0.026710	-0.015984
0.026817	-0.016034
0.026923	-0.016083
0.027030	-0.016133
0.027136	-0.016182
0.027242	-0.016231
0.027349	-0.016280
0.027455	-0.016330
0.027562	-0.016378
0.027668	-0.016427
0.027774	-0.016476
0.027881	-0.016525
0.027987	-0.016574
0.028094	-0.016623
0.028200	-0.016672
0.028307	-0.016720
0.028413	-0.016769
0.028519	-0.016817
0.028626	-0.016866
0.028732	-0.016914
